23.1971 29.7029 -18.605 10.3383 14.2599 -10.4771 1.01882e-10 1.51212e-10 -2.26506e-10
4.74482 0.738711 9.76176 1.86957 -0.782989 4.46422 -1.58264e-08 -1.2402e-08 -1.27482e-08
29.9292 10.9426 17.9115 14.4174 4.70119 7.52739 7.19424e-07 4.60042e-07 -1.24221e-07
-17.3885 -23.3124 21.1229 -8.90666 -12.5667 10.537 1.26708e-07 -5.55325e-08 9.42961e-08
-26.6325 35.7693 -19.1304 -13.5513 17.2833 -9.75987 -1.20658e-10 3.83215e-10 -1.8478e-10
-12.5925 12.0472 3.52059 -7.06567 4.76495 0.841333 -1.69852e-10 -1.76002e-10 -1.28903e-09
20.281 4.77127 19.5777 9.40011 0.926473 9.35009 2.38878e-10 -1.38063e-10 -7.41598e-11
-9.0213 23.9944 29.8809 -5.11099 10.6599 14.5155 1.35586e-11 2.85915e-11 1.38199e-11
-28.4696 -18.4761 12.8867 -14.3394 -10.662 5.65435 2.48447e-12 -1.9505e-11 5.0506e-11
-30.5831 -1.88383 -30.0771 -16.6269 -1.46525 -15.1348 0 0 0
43.8736 58.2227 -39.5592 10.3383 14.2599 -10.4771 7.70321e-13 1.12859e-12 -1.6924e-12
8.48396 -0.827268 18.6902 1.86957 -0.782989 4.46422 -1.50065e-10 -9.38806e-11 -1.14461e-10
58.764 20.345 32.9662 14.4174 4.70119 7.52739 3.55324e-09 2.47592e-09 -9.58596e-10
-35.2018 -48.4458 42.1969 -8.90666 -12.5667 10.537 8.76006e-10 -3.46912e-10 7.19532e-10
-53.735 70.3358 -38.6501 -13.5513 17.2833 -9.75987 -9.18243e-13 3.12121e-12 -1.47601e-12
-26.7239 21.5771 5.20325 -7.06567 4.76495 0.841333 -1.08276e-12 -7.83062e-13 -9.07432e-12
39.0812 6.62422 38.2779 9.40011 0.926473 9.35009 1.88278e-12 -1.09255e-12 -5.84067e-13
-19.2433 45.3141 58.912 -5.11099 10.6599 14.5155 1.0393e-13 2.23607e-13 1.10499e-13
-57.1485 -39.8001 24.1954 -14.3394 -10.662 5.65435 3.19953e-14 -1.67363e-13 4.04427e-13
-63.8369 -4.81434 -60.3467 -16.6269 -1.46525 -15.1348 0 0 0
64.5502 86.7424 -60.5135 10.3383 14.2599 -10.4771 4.47136e-14 6.5068e-14 -9.76611e-14
12.2231 -2.39325 27.6186 1.86957 -0.782989 4.46422 -9.31667e-12 -5.43872e-12 -7.01175e-12
87.5989 29.7474 48.021 14.4174 4.70119 7.52739 1.77589e-10 1.27049e-10 -5.35078e-11
-53.0152 -73.5791 63.2709 -8.90666 -12.5667 10.537 4.89187e-11 -1.86754e-11 4.14565e-11
-80.8375 104.902 -58.1698 -13.5513 17.2833 -9.75987 -5.31672e-14 1.85002e-13 -8.68702e-14
-40.8552 31.107 6.88592 -7.06567 4.76495 0.841333 -5.86412e-14 -3.51848e-14 -5.1276e-13
57.8814 8.47716 56.9781 9.40011 0.926473 9.35009 1.1052e-13 -6.42119e-14 -3.4272e-14
-29.4653 66.6339 87.943 -5.11099 10.6599 14.5155 6.0427e-15 1.30879e-14 6.51495e-15
-85.8274 -61.1242 35.5041 -14.3394 -10.662 5.65435 2.12633e-15 -1.00772e-14 2.38096e-14
-97.0906 -7.74485 -90.6163 -16.6269 -1.46525 -15.1348 0 0 0
85.2267 115.262 -81.4677 10.3383 14.2599 -10.4771 5.947e-15 8.62071e-15 -1.29461e-14
15.9623 -3.95922 36.5471 1.86957 -0.782989 4.46422 -1.27973e-12 -7.22301e-13 -9.57407e-13
116.434 39.1497 63.0758 14.4174 4.70119 7.52739 2.18918e-11 1.58632e-11 -6.93765e-12
-70.8285 -98.7124 84.3448 -8.90666 -12.5667 10.537 6.37125e-12 -2.38672e-12 5.48288e-12
-107.94 139.469 -77.6896 -13.5513 17.2833 -9.75987 -7.05608e-15 2.48456e-14 -1.16241e-14
-54.9866 40.6369 8.56858 -7.06567 4.76495 0.841333 -7.51267e-15 -4.00747e-15 -6.72472e-14
76.6816 10.3301 75.6783 9.40011 0.926473 9.35009 1.47744e-14 -8.58898e-15 -4.58053e-15
-39.6873 87.9537 116.974 -5.11099 10.6599 14.5155 8.03899e-16 1.74698e-15 8.72782e-16
-114.506 -82.4482 46.8128 -14.3394 -10.662 5.65435 3.00911e-16 -1.36362e-15 3.18613e-15
-130.344 -10.6754 -120.886 -16.6269 -1.46525 -15.1348 0 0 0
105.903 143.782 -102.422 10.3383 14.2599 -10.4771 1.24468e-15 1.7998e-15 -2.70382e-15
19.7014 -5.5252 45.4755 1.86957 -0.782989 4.46422 -2.72953e-13 -1.51017e-13 -2.03522e-13
145.269 48.5521 78.1306 14.4174 4.70119 7.52739 4.37623e-12 3.19514e-12 -1.42761e-12
-88.6418 -123.846 105.419 -8.90666 -12.5667 10.537 1.31612e-12 -4.87366e-13 1.14299e-12
-135.043 174.035 -97.2093 -13.5513 17.2833 -9.75987 -1.47446e-15 5.22917e-15 -2.44103e-15
-69.1179 50.1668 10.2512 -7.06567 4.76495 0.841333 -1.53593e-15 -7.55118e-16 -1.39537e-14
95.4818 12.1831 94.3784 9.40011 0.926473 9.35009 3.10116e-15 -1.80346e-15 -9.61326e-16
-49.9092 109.273 146.005 -5.11099 10.6599 14.5155 1.68248e-16 3.66357e-16 1.83428e-16
-143.185 -103.772 58.1215 -14.3394 -10.662 5.65435 6.52629e-17 -2.88273e-16 6.69084e-16
-163.598 -13.6059 -151.156 -16.6269 -1.46525 -15.1348 0 0 0
126.58 172.302 -123.376 10.3383 14.2599 -10.4771 3.46929e-16 5.00792e-16 -7.5253e-16
23.4406 -7.09118 54.404 1.86957 -0.782989 4.46422 -7.70312e-14 -4.20606e-14 -5.73136e-14
174.103 57.9545 93.1853 14.4174 4.70119 7.52739 1.18285e-12 8.6793e-13 -3.93189e-13
-106.455 -148.979 126.493 -8.90666 -12.5667 10.537 3.63575e-13 -1.33589e-13 3.17662e-13
-162.145 208.602 -116.729 -13.5513 17.2833 -9.75987 -4.10487e-16 1.4628e-15 -6.81829e-16
-83.2493 59.6967 11.9339 -7.06567 4.76495 0.841333 -4.21288e-16 -1.95029e-16 -3.86669e-15
114.282 14.036 113.079 9.40011 0.926473 9.35009 8.65988e-16 -5.03725e-16 -2.68421e-16
-60.1312 130.593 175.036 -5.11099 10.6599 14.5155 4.6891e-17 1.0224e-16 5.12639e-17
-171.864 -125.096 69.4301 -14.3394 -10.662 5.65435 1.86159e-17 -8.08768e-17 1.86886e-16
-196.852 -16.5364 -181.425 -16.6269 -1.46525 -15.1348 0 0 0
147.256 200.822 -144.33 10.3383 14.2599 -10.4771 1.17825e-16 1.69865e-16 -2.55302e-16
27.1797 -8.65716 63.3324 1.86957 -0.782989 4.46422 -2.63924e-14 -1.42764e-14 -1.96075e-14
202.938 67.3569 108.24 14.4174 4.70119 7.52739 3.9297e-13 2.89369e-13 -1.3236e-13
-124.268 -174.112 147.567 -8.90666 -12.5667 10.537 1.22679e-13 -4.48239e-14 1.07649e-13
-189.248 243.168 -136.249 -13.5513 17.2833 -9.75987 -1.39284e-16 4.98059e-16 -2.31901e-16
-97.3806 69.2266 13.6166 -7.06567 4.76495 0.841333 -1.41416e-16 -6.25058e-17 -1.3077e-15
133.082 15.889 131.779 9.40011 0.926473 9.35009 2.94488e-16 -1.71325e-16 -9.12731e-17
-70.3532 151.913 204.067 -5.11099 10.6599 14.5155 1.59235e-17 3.47524e-17 1.7443e-17
-200.543 -146.42 80.7388 -14.3394 -10.662 5.65435 6.42564e-18 -2.75941e-17 6.35621e-17
